"","sgender.0","sgender.1","srace.0","srace.1","srace.2","srace.4","treatment","trace.1","trace.2","degree.2","degree.3","degree.5","degree.6","careerladder.1","careerladder.2","careerladder.3","careerladder.4","careerladder.5","careerladder.6","teachingexperience","score","ATE","image_file"
"5600",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.142857142857143,0.268382352941176,0.0406264493983098,"28_0_0_20170117180514216.jpg"
"5601",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.419117647058824,0.0406264493983098,"27_0_0_20170105164547923.jpg"
"5602",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.404761904761905,0.547794117647059,0.0406264493983098,"1_0_0_20161219194004596.jpg"
"5603",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.334558823529412,0.0406264493983098,"4_1_0_20170109193813519.jpg"
"5604",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.154411764705882,0.0406264493983098,"14_0_0_20170110224528797.jpg"
"5605",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.261904761904762,0.5625,0.0406264493983098,"16_0_0_20170117134538670.jpg"
"5606",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.547794117647059,0.0406264493983098,"34_0_0_20170117103412719.jpg"
"5607",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.761904761904762,0.639705882352941,0.0406264493983098,"28_1_0_20170109003005024.jpg"
"5608",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.285714285714286,0.5625,0.0406264493983098,"25_1_0_20170103180311751.jpg"
"5609",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.119047619047619,0.426470588235294,0.0406264493983098,"4_1_0_20170109202352144.jpg"
"5610",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.119047619047619,0.481617647058824,0.0406264493983098,"24_1_0_20170116220317125.jpg"
"5611",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.599264705882353,0.0406264493983098,"9_0_0_20170110224351698.jpg"
"5612",1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0476190476190476,0.470588235294118,0.0406264493983098,"20_0_0_20170117003449983.jpg"
"5613",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.380952380952381,0.397058823529412,0.0406264493983098,"34_0_0_20170117134914071.jpg"
"5614",0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.819852941176471,0.0406264493983098,"1_1_0_20161219154808116.jpg"
"5615",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.5625,0.0406264493983098,"26_1_0_20170113210127127.jpg"
"5616",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.5,0.915441176470588,0.0406264493983098,"30_1_0_20170117135257534.jpg"
"5617",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.547619047619048,0.419117647058824,0.0406264493983098,"30_1_0_20170104185704638.jpg"
"5619",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.5,0.580882352941177,0.0406264493983098,"31_1_0_20170109002639441.jpg"
"5620",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.518382352941177,0.0406264493983098,"21_0_0_20170117142053066.jpg"
"5621",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.819852941176471,0.0406264493983098,"21_1_0_20170112233433959.jpg"
"5623",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.238095238095238,0.724264705882353,0.0406264493983098,"25_0_0_20170113210319573.jpg"
"5624",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.285714285714286,0.341911764705882,0.0406264493983098,"32_1_0_20170112204801955.jpg"
"5625",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619,0.547794117647059,0.0406264493983098,"12_1_0_20170109205130906.jpg"
"5626",1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.448529411764706,0.0406264493983098,"26_0_1_20170113134812602.jpg"
"5627",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.261904761904762,0.408088235294118,0.0406264493983098,"29_0_0_20170104230319649.jpg"
"5629",0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.214285714285714,0.308823529411765,0.0406264493983098,"22_1_1_20170103175340561.jpg"
"5630",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.507352941176471,0.0406264493983098,"29_1_0_20170104172544539.jpg"
"5631",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.428571428571429,0.492647058823529,0.0406264493983098,"8_1_0_20170109205108577.jpg"
"5636",0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.214285714285714,0.724264705882353,0.0406264493983098,"26_1_1_20170116175546596.jpg"
"5638",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.408088235294118,0.0406264493983098,"19_1_1_20170112191242381.jpg"
"5639",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.642857142857143,0.268382352941176,0.0406264493983098,"23_1_1_20170114034152328.jpg"
"5640",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.119047619047619,0.242647058823529,0.0406264493983098,"5_1_1_20161219190410076.jpg"
"5643",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.301470588235294,0.0406264493983098,"26_0_1_20170117200127227.jpg"
"5646",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.408088235294118,0.0406264493983098,"27_1_1_20170114024839447.jpg"
"5648",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619,0.599264705882353,0.0406264493983098,"16_1_0_20170109214415828.jpg"
"5649",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.452380952380952,0.459558823529412,0.0406264493983098,"22_0_1_20170113195509981.jpg"
"5650",0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0.404761904761905,0.275735294117647,0.0406264493983098,"26_1_1_20170116182109736.jpg"
"5654",0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.419117647058824,0.0406264493983098,"23_1_1_20170112234052856.jpg"
"5655",0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.547794117647059,0.0406264493983098,"30_1_0_20170117150839178.jpg"
"5656",1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.5625,0.0406264493983098,"27_0_0_20170116205304488.jpg"
"5657",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.238095238095238,0.661764705882353,0.0406264493983098,"15_0_0_20170110224250144.jpg"
"5659",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.428571428571429,0.617647058823529,0.0406264493983098,"4_1_0_20161220220732418.jpg"
"5660",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.428571428571429,0.518382352941177,0.0406264493983098,"14_0_0_20170110232544606.jpg"
"5661",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.507352941176471,0.0406264493983098,"26_0_0_20170113210605379.jpg"
"5662",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.261904761904762,0.533088235294118,0.0406264493983098,"31_1_0_20170103182536130.jpg"
"5663",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.238095238095238,0.301470588235294,0.0406264493983098,"32_0_0_20170108234529525.jpg"
"5664",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.30952380952381,0.316176470588235,0.0406264493983098,"16_0_0_20170110231218369.jpg"
"5666",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.476190476190476,0.5625,0.0406264493983098,"1_0_0_20170110213327766.jpg"
"5667",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.476190476190476,0.599264705882353,0.0406264493983098,"32_0_0_20170117120858247.jpg"
"5668",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.357142857142857,0.371323529411765,0.0406264493983098,"22_0_0_20170104003948607.jpg"
"5669",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.476190476190476,0.691176470588235,0.0406264493983098,"34_0_0_20170104204404531.jpg"
"5670",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.30952380952381,0.4375,0.0406264493983098,"32_0_0_20170113183159286.jpg"
"5671",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.476190476190476,0.408088235294118,0.0406264493983098,"26_1_1_20170116164843976.jpg"
"5672",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.476190476190476,0.481617647058824,0.0406264493983098,"16_1_0_20170104012333393.jpg"
"5673",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.580882352941177,0.0406264493983098,"25_0_0_20170116001254628.jpg"
"5674",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.214285714285714,0.481617647058824,0.0406264493983098,"24_1_0_20170105162704533.jpg"
"5676",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.357142857142857,0.301470588235294,0.0406264493983098,"1_0_0_20161219212921070.jpg"
"5677",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619,0.360294117647059,0.0406264493983098,"1_0_0_20161219200250923.jpg"
"5678",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.30952380952381,0.724264705882353,0.0406264493983098,"6_0_0_20170110215527972.jpg"
"5679",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.238095238095238,0.507352941176471,0.0406264493983098,"30_1_0_20170117144452546.jpg"
"5680",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.238095238095238,0.518382352941177,0.0406264493983098,"24_0_0_20170117150015076.jpg"
"5682",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.19047619047619,0.397058823529412,0.0406264493983098,"9_0_0_20170110220312322.jpg"
"5683",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.261904761904762,0.481617647058824,0.0406264493983098,"1_1_0_20170109191345833.jpg"
"5684",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.238095238095238,0.617647058823529,0.0406264493983098,"26_1_0_20170104022424245.jpg"
"5686",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.642857142857143,0.547794117647059,0.0406264493983098,"28_0_0_20170117180519102.jpg"
"5687",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.357142857142857,0.533088235294118,0.0406264493983098,"30_0_0_20170117123740914.jpg"
"5688",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.642857142857143,0.419117647058824,0.0406264493983098,"2_0_0_20170103202750479.jpg"
"5690",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.333333333333333,0.5625,0.0406264493983098,"2_1_0_20170109194355210.jpg"
"5691",0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.428571428571429,0.724264705882353,0.0406264493983098,"30_1_0_20170117143824841.jpg"
"5692",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.261904761904762,0.4375,0.0406264493983098,"29_0_0_20170105163720435.jpg"
"5693",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.357142857142857,0.426470588235294,0.0406264493983098,"6_1_0_20170109202302115.jpg"
"5694",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.617647058823529,0.0406264493983098,"28_0_0_20170113210127446.jpg"
"5695",1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.238095238095238,0.294117647058824,0.0406264493983098,"16_0_1_20170116200802213.jpg"
"5697",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.119047619047619,0.371323529411765,0.0406264493983098,"29_0_1_20170113133331563.jpg"
"5701",0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.691176470588235,0.0406264493983098,"4_1_0_20170109192742824.jpg"
"5704",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.285714285714286,0.599264705882353,0.0406264493983098,"34_0_0_20170117182728950.jpg"
"5707",1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.691176470588235,0.0406264493983098,"30_0_1_20170113141654362.jpg"
"5709",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.459558823529412,0.0406264493983098,"28_1_0_20170104183435637.jpg"
"5711",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.357142857142857,0.764705882352941,0.0406264493983098,"25_1_0_20170117195321747.jpg"
"5712",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.142857142857143,0.397058823529412,0.0406264493983098,"26_0_0_20170117172704775.jpg"
"5713",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.166666666666667,0.419117647058824,0.0406264493983098,"11_0_0_20170110220710576.jpg"
"5714",1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.333333333333333,0.580882352941177,0.0406264493983098,"25_0_0_20170117151831828.jpg"
"5715",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.166666666666667,0.819852941176471,0.0406264493983098,"27_0_0_20170117144505322.jpg"
"5716",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.166666666666667,0.639705882352941,0.0406264493983098,"15_0_0_20170110224312647.jpg"
"5718",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.142857142857143,0.492647058823529,0.0406264493983098,"10_0_0_20170110225451638.jpg"
"5719",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.166666666666667,0.661764705882353,0.0406264493983098,"1_1_0_20170109194244035.jpg"
"5720",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.661764705882353,0.0406264493983098,"8_0_0_20170110220121162.jpg"
"5721",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.285714285714286,0.617647058823529,0.0406264493983098,"29_0_0_20170117180900108.jpg"
"5725",1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.285714285714286,0.341911764705882,0.0406264493983098,"26_0_1_20170116024232879.jpg"
"5727",1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.257352941176471,0.0406264493983098,"32_0_1_20170117140227057.jpg"
"5728",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.333333333333333,0.426470588235294,0.0406264493983098,"26_0_0_20170104172735675.jpg"
"5729",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.261904761904762,0.378676470588235,0.0406264493983098,"21_0_1_20170116215535068.jpg"
"5730",0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.580882352941177,0.0406264493983098,"18_1_0_20170117140343665.jpg"
"5731",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.285714285714286,0.599264705882353,0.0406264493983098,"35_0_0_20170117123744051.jpg"
"5732",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.261904761904762,0.5625,0.0406264493983098,"11_0_0_20170110220518578.jpg"
"5733",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.0714285714285714,0.459558823529412,0.0406264493983098,"8_1_0_20170109202720967.jpg"
"5734",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.481617647058824,0.0406264493983098,"30_1_0_20170116223846422.jpg"
"5736",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.316176470588235,0.0406264493983098,"26_0_0_20170105162452859.jpg"
"5737",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.0952380952380952,0.617647058823529,0.0406264493983098,"1_1_0_20170109190710292.jpg"
"5738",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.261904761904762,0.617647058823529,0.0406264493983098,"29_1_0_20170103182249865.jpg"
"5739",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.0952380952380952,0.371323529411765,0.0406264493983098,"11_0_0_20170110224755272.jpg"
"5740",0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.492647058823529,0.0406264493983098,"8_1_0_20170109203206197.jpg"
"5741",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.285714285714286,0.599264705882353,0.0406264493983098,"28_1_0_20170117121842806.jpg"
"5745",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.0952380952380952,0.360294117647059,0.0406264493983098,"1_0_0_20161219205141196.jpg"
"5746",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.142857142857143,0.481617647058824,0.0406264493983098,"1_1_0_20170109190957578.jpg"
"5748",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.285714285714286,0.764705882352941,0.0406264493983098,"5_0_0_20170110213420350.jpg"
"5749",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.617647058823529,0.0406264493983098,"2_1_0_20170109192455080.jpg"
"5750",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.142857142857143,0.275735294117647,0.0406264493983098,"24_0_1_20170113151024815.jpg"
"5751",1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0476190476190476,0.470588235294118,0.0406264493983098,"26_0_0_20170117195939941.jpg"
"5752",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.142857142857143,0.580882352941177,0.0406264493983098,"25_1_0_20170116002150531.jpg"
"5755",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0.333333333333333,0.915441176470588,0.0406264493983098,"30_0_0_20170117140805766.jpg"
"5756",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.5625,0.0406264493983098,"20_0_0_20170105184038831.jpg"
"5758",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.507352941176471,0.0406264493983098,"30_0_0_20170117120219701.jpg"
"5760",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.5,0.294117647058824,0.0406264493983098,"4_1_0_20170104005345015.jpg"
"5761",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.642857142857143,0.533088235294118,0.0406264493983098,"23_0_0_20170105000754450.jpg"
"5763",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.142857142857143,0.518382352941177,0.0406264493983098,"8_1_0_20170109204901514.jpg"
"5764",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.380952380952381,0.724264705882353,0.0406264493983098,"26_0_0_20170113135336472.jpg"
"5765",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.380952380952381,0.661764705882353,0.0406264493983098,"28_0_1_20170117021201719.jpg"
"5766",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0476190476190476,0.518382352941177,0.0406264493983098,"13_0_0_20170104013342923.jpg"
"5770",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.5625,0.0406264493983098,"29_0_1_20170117202706981.jpg"
"5771",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.639705882352941,0.0406264493983098,"1_1_0_20170109191518278.jpg"
"5772",0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.419117647058824,0.0406264493983098,"13_1_0_20170109204923296.jpg"
"5774",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.639705882352941,0.0406264493983098,"17_1_0_20170109213559869.jpg"
"5776",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0.333333333333333,0.408088235294118,0.0406264493983098,"30_1_0_20170116211841219.jpg"
"5778",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.142857142857143,0.533088235294118,0.0406264493983098,"24_1_0_20170117150848786.jpg"
"5779",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.142857142857143,0.724264705882353,0.0406264493983098,"29_1_0_20170103181510040.jpg"
"5780",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.166666666666667,0.617647058823529,0.0406264493983098,"27_0_0_20170117175813577.jpg"
"5781",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0.333333333333333,0.360294117647059,0.0406264493983098,"27_1_0_20170116220508113.jpg"
"5782",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.142857142857143,0.547794117647059,0.0406264493983098,"25_0_0_20170116215652482.jpg"
"5784",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.419117647058824,0.0406264493983098,"16_1_0_20170109214419099.jpg"
"5785",0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.285714285714286,0.547794117647059,0.0406264493983098,"25_1_1_20170117140352370.jpg"
"5786",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.724264705882353,0.0406264493983098,"28_1_0_20170113001234883.jpg"
"5787",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0714285714285714,0.639705882352941,0.0406264493983098,"32_1_0_20170105162521931.jpg"
"5788",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.5,0.617647058823529,0.0406264493983098,"28_0_0_20170117180427607.jpg"
"5791",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.352941176470588,0.0406264493983098,"26_1_0_20170113000527784.jpg"
"5792",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.738095238095238,0.617647058823529,0.0406264493983098,"24_0_0_20170117143518024.jpg"
"5793",1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.380952380952381,0.334558823529412,0.0406264493983098,"24_0_1_20170117145832554.jpg"
"5794",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.476190476190476,0.580882352941177,0.0406264493983098,"32_1_0_20170117182539124.jpg"
"5795",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.738095238095238,0.275735294117647,0.0406264493983098,"27_1_0_20170103180510792.jpg"
"5797",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.380952380952381,0.459558823529412,0.0406264493983098,"24_1_0_20170117150644092.jpg"
"5798",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.30952380952381,0.661764705882353,0.0406264493983098,"12_1_0_20170103200659679.jpg"
"5799",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.476190476190476,0.426470588235294,0.0406264493983098,"1_0_0_20161219203009924.jpg"
"5800",0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0238095238095238,0.448529411764706,0.0406264493983098,"30_1_0_20170105162437811.jpg"
"5801",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.69047619047619,0.341911764705882,0.0406264493983098,"32_1_0_20170117203136983.jpg"
"5802",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.19047619047619,0.419117647058824,0.0406264493983098,"29_0_0_20170117094750881.jpg"
"5803",0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0.285714285714286,0.819852941176471,0.0406264493983098,"21_1_0_20170112233431458.jpg"
"5804",0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0.30952380952381,0.518382352941177,0.0406264493983098,"29_1_0_20170104235458939.jpg"
"5805",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0.0238095238095238,0.334558823529412,0.0406264493983098,"16_1_0_20170109214102958.jpg"
"5806",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.0952380952380952,0.470588235294118,0.0406264493983098,"3_0_0_20161219211053581.jpg"
"5807",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.547619047619048,0.507352941176471,0.0406264493983098,"1_1_0_20161219203021180.jpg"
"5808",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.357142857142857,0.639705882352941,0.0406264493983098,"30_1_0_20170116220635092.jpg"
"5809",0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.261904761904762,0.518382352941177,0.0406264493983098,"32_1_0_20170113001614997.jpg"
"5810",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.30952380952381,0.448529411764706,0.0406264493983098,"30_0_0_20170117130933486.jpg"
"5811",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.30952380952381,0.547794117647059,0.0406264493983098,"8_1_0_20170109203407112.jpg"
"5812",1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.30952380952381,0.507352941176471,0.0406264493983098,"10_0_0_20170110224725285.jpg"
"5813",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.142857142857143,0.275735294117647,0.0406264493983098,"24_1_0_20170104021019292.jpg"
"5814",1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.261904761904762,0.408088235294118,0.0406264493983098,"30_0_0_20170117181320940.jpg"
"5815",1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.428571428571429,0.352941176470588,0.0406264493983098,"16_0_0_20170110231646278.jpg"
"5816",1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0.261904761904762,0.691176470588235,0.0406264493983098,"26_0_0_20170113210126312.jpg"
"5818",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.357142857142857,0.4375,0.0406264493983098,"10_0_0_20170110224255796.jpg"
