"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185"
0,0,1,1,21,22,16,6,11,0.46,0,23,2,20,20,20,15,5,20,0,8,7,8,8,6,4,7,5,2,7,166,6,105,1,0,4,7,2,101,1,3,338,7,4,7,6,10,9,8,1,8,8,9,8,8,9,9,8,9,6,8,-1,25,15,20,20,10,10,50,5,5,25,0,15,30,20,10,20,5,15,8,9,8,8,9,8,9,7,8,7,4,7,6,4,6,7,8,7,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,3,50,20,10,20,0,0,30,20,10,20,10,10,40,10,20,30,0,0,40,0,10,30,10,10,7,8,7,8,10,7,7,8,7,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,1,1,2,19,2,-1,11,-0.07,0,21,4,30,5,30,15,15,5,0,4,4,6,4,6,-1,5,4,2,8,73,9,1,1,0,2,1,2,225,1,3,10,2,8,9,6,5,7,7,2,5,5,9,6,7,4,6,5,2,1,3,1,25,35,30,10,0,0,-1,-1,-1,-1,-1,-1,20,25,20,20,5,10,3,8,3,7,2,-1,-1,-1,-1,-1,6,5,5,6,7,2,6,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,2,-1,-1,-1,-1,-1,-1,40,30,5,20,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,6,3,2,-1,-1,-1,-1,-1,0,0,0,-1,-1,30,30,30,10,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,5,3,2,-1,-1,-1,-1,-1
1,1,1,0,1,10,8,-1,3,0.03,0,23,4,10,25,20,25,5,15,0,4,8,9,2,8,3,5,5,2,11,35,9,1,1,0,2,8,9,156,186,1,140,7,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,5,2,33.33,11.11,11.11,11.11,11.11,22.22,-1,-1,-1,-1,-1,-1,10,10,20,25,25,10,6,8,6,8,9,-1,-1,-1,-1,-1,6,7,8,7,8,5,7,6,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,1,-1,-1,-1,-1,-1,-1,24.39,12.2,17.07,14.63,14.63,17.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,8,6,9,-1,-1,-1,-1,-1,1,0,0,-1,-1,35,10,15,15,15,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,8,6,9,-1,-1,-1,-1,-1
0,0,0,1,14,18,11,11,5,0.43,0,27,2,30,15,15,20,5,15,0,7,9,7,4,4,3,4,4,2,19,197,10,174,47,15309,4,1,4,233,1,4,215,2,5,2,5,10,10,10,7,2,3,10,3,10,10,10,10,5,5,8,-1,15,15,30,15,15,10,30,10,10,30,10,10,30,10,10,30,10,10,8,10,7,8,9,8,8,8,8,8,7,7,6,7,7,5,7,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,3,-1,-1,-1,-1,-1,-1,15,20,20,15,15,15,30,10,10,30,10,10,30,10,10,30,10,10,6,9,9,9,9,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,1,1,14,20,15,15,16,-0.38,1,26,2,9,17,23,15,14,22,0,9,6,6,6,-1,1,3,2,2,11,176,9,219,69,10096,2,3,3,270,1,1,250,1,9,8,5,8,4,4,2,2,7,5,6,5,6,3,6,7,3,5,-1,30,20,15,15,8,12,23,15,15,15,27,5,30,10,10,15,25,10,8,9,9,8,9,9,8,8,8,9,2,4,3,1,3,1,2,2,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,2,-1,-1,-1,-1,-1,-1,35,12,10,20,5,18,40,10,5,20,5,20,25,15,15,15,20,10,8,9,8,9,9,8,8,7,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,1,1,11,21,8,8,19,0.53,1,27,4,19,20,19,14,13,15,1,7,7,8,9,9,-1,7,5,2,12,178,9,75,65,23187,4,1,3,46,196,1,350,7,10,6,1,7,3,6,10,5,3,10,6,5,7,6,8,2,1,7,-1,20,30,10,20,0,20,70,5,5,20,0,0,30,20,15,15,20,0,4,9,10,8,8,4,6,8,9,10,5,3,4,2,5,2,4,2,0,2,15,25,10,20,10,20,3,9,9,8,9,8,3,3,-1,-1,-1,-1,-1,-1,20,30,15,20,5,10,50,10,10,20,5,5,40,20,20,5,10,5,3,8,9,9,9,3,8,9,7,8,5,0,1,4,-1,10,35,10,20,5,20,20,30,20,20,5,5,50,10,5,30,0,5,25,20,20,10,20,5,4,9,10,10,9,4,9,10,10,9
1,1,1,1,21,22,17,5,13,-0.14,0,24,2,10,15,30,20,15,10,0,6,7,7,6,8,6,7,5,2,7,28,6,168,49,15162,4,3,9,205,97,3,237,4,3,4,3,10,7,8,5,14,9,2,10,7,8,8,9,10,3,5,-1,15,25,20,10,10,20,20,20,10,20,10,20,20,20,10,20,10,20,7,10,10,9,8,6,8,10,8,5,6,7,7,6,7,6,6,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,3,10,20,10,20,20,20,10,20,10,20,20,20,20,20,20,10,20,10,20,20,10,20,10,20,7,9,7,8,8,7,9,7,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,1,0,3,10,6,-1,5,0.45,0,29,6,5,20,25,15,15,20,0,6,10,10,8,8,8,6,2,2,10,176,9,1,1,0,2,5,2,31,74,1,173,7,9,4,9,5,7,5,7,5,5,8,3,7,8,5,8,5,6,3,2,25,10,20,20,15,10,-1,-1,-1,-1,-1,-1,20,5,25,30,15,5,8,6,8,9,6,-1,-1,-1,-1,-1,6,6,6,8,6,5,7,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,2,-1,-1,-1,-1,-1,-1,30,10,20,20,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,5,7,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,18,6,6,6,2,-0.44,1,33,4,30,30,10,10,0,20,1,8,7,7,7,6,5,7,4,2,13,35,9,169,49,15162,4,9,9,95,1,1,123,7,9,1,6,10,8,6,9,3,6,9,7,8,8,4,1,10,9,5,-1,50,5,25,20,0,0,30,10,30,10,20,0,50,10,20,0,0,20,10,10,9,10,10,8,7,10,7,10,4,9,6,7,8,7,6,8,0,5,10,10,10,10,8,5,8,10,10,10,8,4,3,3,65,10,0,25,0,0,40,20,15,15,15,15,40,20,30,10,0,0,70,0,20,10,0,0,9,9,10,10,10,7,9,10,9,9,1,1,0,-1,-1,70,0,30,0,0,0,80,0,0,0,0,20,50,20,30,0,0,0,80,0,20,0,0,0,10,10,10,10,10,8,8,9,7,9
1,1,1,1,4,18,6,-1,13,0.71,0,25,6,20,20,20,20,10,10,1,7,10,9,10,8,9,10,8,2,5,229,8,1,1,0,2,1,2,8,244,1,330,2,7,2,4,7,6,7,8,1,7,7,1,5,7,9,9,1,10,6,3,19,24,21,23,5,8,-1,-1,-1,-1,-1,-1,22,20,18,23,10,7,7,9,9,9,6,-1,-1,-1,-1,-1,8,8,8,8,7,7.5,8.5,6.5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,3,-1,-1,-1,-1,-1,-1,20,15,20,25,5,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,9,9,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,1,1,19,15,14,9,7,0.03,0,25,2,20,20,20,15,15,10,0,4,6,9,2,3,3,3,3,2,8,52,7,74,60,26019,4,1,2,153,1,3,270,2,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,5,-1,25,26,15,10,9,15,20,15,15,20,15,15,15,15,15,20,20,15,7,9,6,8,5,6,7,7,5,5,7,8,5,5,6,1,3,2,0,2,5,8,7,7,6,8,6,8,8,5,6,5,1,3,15,20,15,20,15,15,20,20,15,20,5,20,20,15,15,15,20,15,15,15,20,20,15,15,7,9,8,6,5,6,9,8,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,1,15,19,5,5,4,-0.05,1,27,2,75,5,5,5,5,5,1,7,8,8,7,6,6,5,5,2,8,103,15,111,54,25380,2,6,4,46,1,1,306,6,5,5,5,7,8,8,6,5,6,9,6,4,8,7,8,8,7,2,-1,20,10,20,35,5,10,40,5,20,15,10,10,40,5,20,15,10,10,7,7,10,9,8,7,8,8,9,9,5,8,7,7,6,5,5,5,2,3,15,10,10,40,5,20,7,8,8,9,9,5,1,3,40,15,20,15,5,5,20,20,20,30,5,5,35,10,10,15,15,15,30,10,10,20,5,25,7,8,8,8,9,7,7,8,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,1,1,15,18,15,7,9,0.29,0,26,2,15,20,15,30,10,10,0,3,3,4,4,8,2,3,1,2,8,132,14,66,1,26170,3,1,2,169,1,1,89,9,7,7,9,8,9,8,3,5,1,6,2,4,8,6,10,2,1,6,-1,20,10,20,20,10,20,20,25,15,15,10,15,30,15,15,20,10,15,8,7,10,8,9,8,9,8,10,7,4,6,6,8,7,7,7,9,2,3,20,15,20,20,10,15,8,7,8,10,9,5,3,2,-1,-1,-1,-1,-1,-1,20,20,20,20,10,10,40,10,10,20,10,10,20,20,15,15,15,15,7,7,7,8,8,7,7,7,10,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,1,15,19,16,16,17,0.49,1,31,2,10,20,40,10,10,10,1,5,5,5,5,5,5,5,5,2,7,79,10,16,58,25890,2,9,7,67,1,3,344,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,8,-1,20,20,20,20,20,0,25,15,15,10,20,15,20,20,10,20,20,10,8,8,9,8,9,7,8,8,10,10,0,0,0,0,0,0,0,0,2,10,20,20,20,20,20,20,7,7,8,8,9,7,1,3,30,10,10,20,10,20,20,20,20,20,10,10,40,20,20,20,0,0,40,10,10,20,10,10,7,7,8,9,8,7,9,8,9,9,0,1,0,-1,-1,30,10,10,10,10,30,40,10,10,5,5,30,20,10,20,15,15,20,20,10,10,10,25,25,8,7,8,9,8,7,8,10,8,8
0,0,0,1,9,20,18,18,12,-0.07,0,27,4,15.56,17.78,17.78,17.78,17.78,13.33,1,7,6,7,7,6,5,8,3,2,9,40,9,1,1,0,2,1,2,164,88,2,166,9,10,3,9,8,7,7,10,3,6,8,1,8,8,9,10,3,4,5,-1,132.1,188.7,188.7,169.8,169.8,150.9,80,70,70,80,90,80,170.2,148.9,148.9,191.5,170.2,170.2,80,100,80,80,80,-10,-10,-10,-10,-10,7,9,8,-1,7,-1,7,6,2,-1,153.8,192.3,173.1,153.8,173.1,153.8,-10,-10,-10,-10,-10,6,1,2,-10,-10,-10,-10,-10,-10,153.8,192.3,173.1,153.8,173.1,153.8,80,80,80,70,80,80,181.8,159.1,159.1,181.8,159.1,159.1,80,100,80,80,90,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
1,0,1,1,4,18,2,-1,4,0.54,1,30,2,20,25,15,15,15,10,0,5,5,5,7,5,3,5,5,2,12,103,15,1,1,0,2,4,7,7,193,1,357,6,4,3,8,7,7,9,8,2,3,7,5,7,9,7,8,3,6,6,3,20,20,15,15,5,25,-1,-1,-1,-1,-1,-1,20,20,15,15,5,25,7,9,8,8,7,-1,-1,-1,-1,-1,6,8,8,8,8,-1,6,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,-1,-1,-1,-1,-1,-1,30,10,10,20,10,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,9,8,8,-1,-1,-1,-1,-1,1,0,0,-1,-1,20,15,20,15,15,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,6,10,8,8,-1,-1,-1,-1,-1
1,0,0,1,14,18,2,2,18,0.53,0,24,6,20,10,25,20,10,15,0,7,8,8,8,7,6,6,2,2,17,77,10,209,47,21645,3,2,2,180,1,3,345,2,3,4,4,10,9,10,1,1,8,7,10,8,10,1,4,10,4,2,-1,40,15,25,5,15,0,55,10,5,15,5,10,70,5,5,15,5,0,10,10,10,10,10,10,10,10,10,10,6,6,6,6,6,-1,8,8,0,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,1,2,-1,-1,-1,-1,-1,-1,60,10,10,10,10,0,45,25,5,25,0,0,65,5,5,25,0,0,10,10,10,9,10,10,9,10,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,1,21,22,20,20,14,-0.07,1,28,2,20,20,20,20,0,20,0,5,7,8,6,7,5,6,6,2,10,83,10,240,64,26100,2,8,10,28,1,2,297,13,9,5,9,5,8,7,7,2,3,9,4,7,8,7,8,2,2,6,-1,40,5,30,15,5,5,50,5,10,5,30,0,80,2,5,10,1,2,8,10,9,9,10,8,10,10,8,10,6,8,7,6,7,5,6,8,0,0.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,1,17,14,12,12,6,0.41,1,22,2,25,15,25,25,5,5,1,5,7,5,6,3,7,6,4,2,7,239,12,218,11,11570,2,2,7,163,54,1,313,11,6,7,7,8,9,9,8,5,6,9,7,10,10,10,10,5,6,5,-1,15,15,18,18,14,20,28,12,13,10,12,25,35,12,12,15,15,23,7,9,9,9,8,5,10,9,9,9,7,6,9,10,9,9,6,6,2,5,15,15,25,10,10,25,5,9,8,7,9,5,1,3,-1,-1,-1,-1,-1,-1,12,13,25,12,13,25,32,10,15,12,13,18,35,10,15,10,10,20,5,9,8,9,8,6,10,8,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,0,0,3,10,8,-1,6,-1,0,22,6,20,15,20,20,5,10,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,1,4,18,15,-1,3,-0.04,0,26,2,18,18,18,19,13,14,0,4,7,7,6,5,5,5,3,2,10,210,6,1,1,0,4,8,9,103,1,1,228,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,-1,-1,-1,-1,-1,-1,15,15,15,20,15,20,7,9,8,7,7,-1,-1,-1,-1,-1,5,6,6,5,5,4,5,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,1,1,15,18,10,19,10,0.37,1,28,2,35,0,35,10,10,10,0,6,8,6,6,6,5,5,10,2,15,176,9,61,53,12350,2,3,2,14,189,2,340,7,1,1,6,6,7,5,1,1,3,10,1,6,6,3,7,1,1,4,-1,10,20,40,10,10,10,20,10,10,30,10,20,20,10,10,30,10,20,7,8,4,10,8,7,4,10,3,10,5,5,5,5,5,5,5,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,3,20,20,20,10,20,10,20,10,20,10,20,20,20,10,20,10,20,20,20,10,20,10,20,20,7,9,10,5,5,2,3,2,3,2,1,1,0,-1,-1,20,20,20,10,20,10,20,20,20,10,20,10,20,20,20,10,20,10,20,20,20,10,20,10,8,8,10,7,9,7,7,10,5,10
0,0,1,1,2,19,4,-1,17,0.44,0,22,3,17,10,18,20,25,10,0,1,3,4,2,2,1,1,4,2,8,223,4,1,1,0,2,3,4,108,1,1,4,2,9,1,8,7,8,8,10,6,7,8,1,7,3,8,1,6,8,7,5,25,15,25,25,15,15,-1,-1,-1,-1,-1,-1,50,5,15,20,5,5,7,9,8,9,9,-1,-1,-1,-1,-1,9,7,7,7,6,5,7,6,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,2,-1,-1,-1,-1,-1,-1,60,5,10,10,5,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,9,8,7,9,-1,-1,-1,-1,-1,1,0,0,-1,-1,20,15,20,15,20,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,9,8,9,-1,-1,-1,-1,-1
1,0,1,1,14,20,7,7,15,0.48,0,33,2,25,20,10,20,20,5,0,4,8,6,3,7,-1,7,6,2,7,94,6,87,1,0,4,1,2,147,34,2,171,7,3,3,9,10,4,5,8,6,9,7,5,5,8,7,5,8,5,7,-1,25,20,20,20,5,10,15,25,20,25,5,10,20,25,15,30,5,5,5,7,8,8,3,5,8,7,7,4,7,8,7,8,8,7,7,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,2,-1,-1,-1,-1,-1,-1,35,20,15,20,5,5,20,30,15,25,5,5,30,30,10,20,5,5,6,8,7,7,6,6,7,7,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,1,1,19,15,15,3,13,0.09,0,27,3,10,15,30,10,15,20,1,6,4,5,5,6,6,5,5,2,14,216,11,161,1,26892,6,1,2,155,19,2,3,2,10,10,10,10,10,10,10,2,4,10,7,5,5,2,5,10,10,7,-1,30,0,30,30,10,0,50,0,30,20,0,0,0,30,30,0,30,10,10,10,10,10,10,10,10,10,10,10,10,8,10,8,2,1,3,2,0,3,10,8,10,8,1,1,7,2,10,8,10,6,3,2,50,0,0,50,0,0,50,5,30,10,0,5,100,0,0,0,0,0,30,30,30,0,10,0,4,5,10,10,10,7,8,7,7,8,3,2,1,1,1,50,5,30,15,5,5,50,5,45,0,0,0,60,10,30,0,0,0,30,10,60,0,0,0,5,6,8,10,7,7,2,7,3,7
1,0,0,1,4,18,11,-1,13,0.61,0,28,2,20,20,15,15,5,25,1,8,8,8,7,8,-1,6,4,2,9,152,2,1,1,0,6,6,9,46,118,2,184,1,4,2,5,7,7,5,7,3,5,7,7,10,8,8,7,6,2,5,3,15,3,50,20,2,10,-1,-1,-1,-1,-1,-1,65,0,8,20,2,5,6,7,7,9,8,-1,-1,-1,-1,-1,6,7,8,8,8,-1,7,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,3,-1,-1,-1,-1,-1,-1,20,2,30,35,3,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7,8,7,7,-1,-1,-1,-1,-1,0,3,0,-1,-1,25,2,30,30,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,8,7,7,-1,-1,-1,-1,-1
0,1,1,1,2,19,16,-1,7,0.12,0,24,3,20,20,20,15,15,10,1,5,5,8,8,5,7,7,5,2,14,107,9,1,1,0,2,2,3,109,1,1,10,2,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1,8,6,20,20,25,25,5,5,-1,-1,-1,-1,-1,-1,25,20,20,15,15,5,8,7,9,9,3,-1,-1,-1,-1,-1,3,7,6,5,5,6,5,6,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,2,-1,-1,-1,-1,-1,-1,30,20,20,20,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7,7,7,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,1,7,16,16,16,13,0.57,0,27,2,20.51,23.08,20.51,17.95,2.56,15.38,1,8,7,8,9,-1,-1,8,5,2,12,45,9,1,1,0,4,5,4,62,110,1,43,7,8,7,8,8,6,6,9,2,9,7,4,6,7,5,6,6,3,4,-1,142.9,163.3,163.3,183.7,183.7,163.3,80,80,70,70,60,60,232.6,162.8,139.5,162.8,139.5,162.8,70,80,90,80,90,-10,-10,-10,-10,-10,5,6,6,7,7,6,6,6,0,2,145.8,166.7,166.7,166.7,187.5,166.7,70,80,80,90,90,2,2,2,-10,-10,-10,-10,-10,-10,145.8,166.7,166.7,187.5,187.5,145.8,80,80,80,70,70,80,219.5,146.3,146.3,170.7,146.3,170.7,70,80,80,90,90,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
1,1,0,1,2,16,7,-1,8,0.29,0,25,4,25,20,25,20,10,0,0,4,10,8,8,6,4,3,1,2,11,251,10,1,1,0,1,1,3,8,45,2,161,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,4,2,20,20,20,10,10,20,-1,-1,-1,-1,-1,-1,50,10,10,10,10,10,7,8,7,8,7,-1,-1,-1,-1,-1,5,7,7,6,7,5,6,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,3,-1,-1,-1,-1,-1,-1,20,20,10,20,10,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,7,-1,-1,-1,-1,-1,0,0,0,-1,0,15,15,20,15,15,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,8,7,6,-1,-1,-1,-1,-1
0,0,1,1,11,21,7,7,5,0.2,0,24,4,15,25,20,20,10,10,0,7,6,6,6,5,7,7,6,1,18,113,11,212,1,0,2,2,7,108,1,2,281,2,7,1,8,7,7,4,3,2,1,10,1,3,5,9,10,2,5,5,-1,30,10,30,10,5,15,30,30,10,20,5,5,15,5,20,30,25,5,5,4,5,10,9,5,7,10,5,7,7,8,8,7,6,8,7,5,1,2,30,10,30,10,5,15,5,4,10,5,9,5,1,3,-1,-1,-1,-1,-1,-1,30,10,30,10,5,15,30,20,10,30,5,5,20,5,20,25,25,5,5,4,10,5,9,5,7,10,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
